"Speaker Name","Start Time","End Time","Text"
"Unknown","00:39:12:07","00:39:40:02","Okay. What has your school done to help in promoting cyber security application in general for faculty support you? Oh, my gosh. My school. I teach a school called Warren Tech. It's and it's in the Jefferson County School District. So it's called Jeffco Schools is one of the largest school districts in Colorado, 168 schools. And my school is a career and technical education school."
"Unknown","00:39:40:02","00:40:07:06","So it's called CTE. And they have an incredibly supportive like they have and gone over the top support they pay for us cyber patriots. They're going to pay for NCL. They've paid for licenses for kids to get into hacker box. They supply me with all of the tools they need. They pay for testing out licenses for these kids to use the courseware to go through and study for the service."
"Unknown","00:40:07:08","00:40:30:11","All they want me to do is show up in teacher. So that that's been very, very supportive. I just changed over to a new principal. My own principal, there was a shake up and they shuffle principals. There's five principals and she left, went to we have three campuses, so she'll go to another campus. I've got a new principal, and he's actually even more supportive than my old principal was."
"Unknown","00:40:30:12","00:41:02:02","I'm very, very encouraged by that. So they've been very good. Right. And last question, what are you three takeaways from this year? What are the three takeaways for for this year? And wow, that's a really good question. So first takeaway is Skills for All, which is a Cisco Cisco regenerated networking academy and turned it into a free networking environment and Skills for All has a ton of things out there that teachers can download and use."
"Unknown","00:41:02:04","00:41:21:12","That's been part of the philosophy here. They've downloaded the labs and we go through the labs together, which I think is terrific and building a little book. So that's a good takeaway. Another takeaways on CEO, I had no idea about it, and one of our guys, I forgotten his name mentioned that I'm going to get actively engaged in NCL."
"Unknown","00:41:21:12","00:41:45:10","We're a member of U.S. Cyber Patriot, but it's not for everybody. Cyber Patriot is not exactly for everybody. So I think NCL is going to be super big. So that's a good takeaway for me. And then we have Brainiac who is talking to us right now. His name is Mike Haney, Dr. Haney, and he's been doing a lot of talking about crypto and that's a difficult subject."
"Unknown","00:41:45:10","00:42:07:00","That's a gnarly big subject, but it's getting me jazzed about teaching some more crypto When you teach crypto to 17 and 18 year olds, a lot of the eyes glaze over because they're like, What is he talking about? So now I'm getting I'm getting more jazzed about that and I'm going to go down that road a little bit more, I think, because I think that's super important."
"Unknown","00:42:07:02","00:42:23:15","Yeah, and I found some really good at the gym. There's a crypto gym in NCL, the super good. So I'm going to make kids go through that, right? Yeah. Thanks so much. Were you there? And then your name? Darren. Is that you have a little bit of an."
"Unknown","00:42:23:15","00:42:30:14","No see. All right."
"Unknown","00:42:30:16","00:43:06:05","Okay. Can you briefly tell me about yourself? Yeah, I, um. I teach in a small school in Saint Anthony, and I started teaching math, and then they started asking me, since I teach math, that I could teach computer programing. And then I got interested in cybersecurity. Right. Um, can you tell me about your teaching philosophy? Um, I think more my teaching philosophy is that everyone learns at a different pace, and I want all of them to know that they can learn it eventually and not to give up."
"Unknown","00:43:06:05","00:43:33:14","So just keep trying. And that's what I try to encourage my students to do. What made you get involved on the second year of Child? Mm hmm. I felt like I still needed to come back and see. I liked the skills for all that. There was more than I realized. That was in there. And I wanted to see the labs and get more involved in how we can do cybersecurity better in the schools."
"Unknown","00:43:33:15","00:43:56:17","Well, have you done to motivate your students to learn about cybersecurity? I try to tell them how much money they can make, but when some of them don't care about that, I just try to make it fun, fun for them and bring people in that can talk to them about what they can do with the skills. Yeah. How is it impacting your students?"
"Unknown","00:43:56:19","00:44:30:19","Um, I have some students that have not been aware of some things and where I teach at a junior high, it's sometimes even more about keeping them safe. So they didn't realize how much they could they needed to do to be more aware of what was going on on their phones. So now, especially on the phone. Yeah. Um, what has your school done to help in promoting cybersecurity, education and care Faculty support you?"
"Unknown","00:44:30:21","00:45:04:17","They are pretty open to letting me again. It's at a junior high, so it's just an elective. But my principal has let me do, you know, whatever I. I need more money. I'm not. I have zero money just because it's an elective. So I don't have any money. But our librarian wrote a grant for a makerspace and she came to me and asked me what I could possibly use to teach cybersecurity better and wrote the parts that I asked for in the grant."
"Unknown","00:45:04:17","00:45:29:02","And we got it. So hopefully a better place to teach it. All right. And last question, What are you three takeaways from this year? The three takeaways, I think that the three takeaways I definitely need to get I need to know more because some teachers can just give good projects and not know as much. But I need to know more because it makes me more confidence."
"Unknown","00:45:29:03","00:45:50:03","I've got to get some more and get some more studying done. But I also need to come up with better projects for the students so that they can. I've got to let them get further and let them try harder. Yeah, and not try to hold their hands. All right. Well, thank you so much. You're welcome."
"Unknown","00:45:50:03","00:46:23:10","All right. So can you briefly tell me about yourself? Yeah, absolutely. So my name is John Avery. I've been a teacher in engineering education principally for the last ten years after getting my degree in mechanical in engineering science, specialty mechanical engineering from Colorado State University. The reason why I've come to see it I had gotten involved in this program is that throughout my career I have found myself drifting more and more from physical manufacturing engineering into computer science."
"Unknown","00:46:23:12","00:46:48:04","And just the way that we use programing and computers, data and analytics to drive the work that we do. And so as a result of that, I'm transitioning into formal computer science, education and cybersecurity is a major component of that, something that I was afraid of getting into this. I knew that I needed to expand my knowledge on beyond what are a lot of our schools are just doing right now with respect to programing."
"Unknown","00:46:48:06","00:47:14:11","All right. Can you tell me about your teaching philosophy? Yeah. And so I'd say my biggest philosophy is around project based learning. The idea of giving students an authentic way to learn the content that we're working on, trying to get away from rote memorization while still has its place in this world, The students really need to see the applicability of what they're doing, and they need to have an investment in what they're doing."
"Unknown","00:47:14:11","00:47:45:17","And so I try to craft education that teaches them those basics of whether it's programing, cybersecurity or otherwise, but let some explore it through content that interests them and product formats. Right? What made you get involved on the second year of Troy? Yeah, the second year. So comparing the first and the second year, the first year was getting into cybersecurity, but it was also focusing on a lot of the essential basic concepts of computer science overall."
"Unknown","00:47:45:23","00:48:13:05","What I've really loved about the second year and drew me back is it's bringing it all together, tying it together to get that actual security focus for, All right, how do we use all these essential tools to do security work, to take a security perspective as we look at computing systems, businesses, organizations and the like? All right. What have you done to motivate your students to learn about cyber security?"
"Unknown","00:48:13:07","00:48:44:18","The biggest thing I've done to motivate students to learn cybersecurity is to encourage them to pursue their own career goals through cybersecurity. That is to say, cybersecurity is entering every part of industry. It's not something that is confined just to I.T. or just to government. We have businesses, hospitals, fashion industries, all sorts of different employers who are concerned about cybersecurity and need professionals in cybersecurity that have cross-disciplinary skills."
"Unknown","00:48:45:00","00:49:14:18","So to that end, I really want to give students educational opportunities that let them flex that, looking at how do we employ cybersecurity in a restaurant as opposed to, say, a school, right? How is it impacting your students? The number one where cybersecurity is impacting my students is giving them a different look at it. So much of what we've done in computer science at the high school level has been programing, programing, programing, programing."
"Unknown","00:49:14:23","00:49:40:19","And that's given students kind of the misunderstanding that it is all developer work when I.T. is really this massive field. And so cybersecurity is really opening up an entirely new perspective for students who maybe weren't as interested in that developer work, but are super interested in the ideas of cryptography or governance and compliance and all those different areas right."
"Unknown","00:49:40:21","00:50:17:03","What has your school done to help in promoting cyber security in case you think your faculty support you? Absolutely. So this is one thing that I've been pleasantly surprised with through the school district is just to see how our employers are getting students involved in the cybersecurity process, really encouraging them to participate aid in our I.T. department, either as summer workers or to work with our building technologists to learn about these processes, to give them their authentic experience, to learn about these processes, both because it helps us as a district, but also because it gives them the most."
"Unknown","00:50:17:03","00:50:42:23","Okay. So last question. What are you three takeaways from this year? Yeah. So I think my number one takeaway to start with is just that security is both easier and harder than people think it is. It's easier to get into. It doesn't take as much math knowledge or I.T. knowledge as people really initially expect. Yet at the same time, it is such an expansive field."
"Unknown","00:50:42:23","00:51:05:16","There are so many different aspects to cyber security that it does take the work of many different people to accomplish. And so in that way, it's both easier than harder than people anticipate. Number two was seeing just the need for cyber security. There are huge monolithic organizations Amazon, of course, Microsoft, the government that can employ cyber security professionals."
"Unknown","00:51:05:21","00:51:23:03","But so many of our cyber security needs need to get down to the mom and pop businesses of the United States, the small school districts, the home computer networks, so that people can feel more secure in their computing from day to day. And the third takeaway is that."
"Unknown","00:51:23:03","00:51:27:15","All right."
"Unknown","00:51:27:17","00:52:18:21","So can you briefly tell me about yourself? My name is Keith Peck, and I teach at Renton High starting out and I teach in the school district is in high school, and I'm also a computer science facilitator. So I help other teachers with computer science as well. Okay. Can you tell me about your teaching philosophy? I teach career technical education, so I really believe in hands on learning of our students to get like industry skills during class and that and both on a project based learning and universal design for learning, which is really why I like this program, because it digs into different applications and things you can do with students related to cyber security."
"Unknown","00:52:18:23","00:52:46:05","So what made you get involved on the second year of trial? The reason I decided to get involved in the second year is the first year providing so many different resources. And so I was interested to see how I could dig deeper into those. We're also trying to move our curriculum towards the cyber plus certification. And so I was interested to see what kind of labs and things we could do to bring it to life."
"Unknown","00:52:46:07","00:53:20:04","But hopes and thoughts about cert. All right. What have you done to motivate your students to learn about cyber security? I do a lot of different promotion. Again, the hands on activity demonstrating even though we have a networking lab. So getting students to see it and interact with it. And then the other thing we've done more at the district level is extend the class from a one trimester to two term master classes and have more opportunity to take it from a longer."
"Unknown","00:53:20:05","00:53:42:13","How is it impacting your students? I would say we're kind of still in the process of seeing that, but definitely there are students that are super interested in it and are taking other classes like networking or the author application just to learn more about computers and how they communicate with each other or how to secure them or break into them."
"Unknown","00:53:42:15","00:54:08:15","And we also are working to get like an apprenticeship for students as well. So they're kind of excited for the opportunity to actually go into industry and feel like, well, how your school done to help in promoting cyber security education? And can faculty support you? So like I said, we move from a one term Mr. to two trimester class."
"Unknown","00:54:08:15","00:54:32:09","So that helped give us more room to teach more server theory content. And the other thing that we're doing is like putting it as a part of a sequence for students so that they are ready to take on an apprenticeship or an internship by the time they leave high school. We also, of a number of classes are dual accredited so they can also earn college credit."
"Unknown","00:54:32:09","00:55:09:04","And these classes are high school as well. And last question, what are your three takeaways from this year? The three takeaways. The first one is just learning a little bit each day because there's so much to learn, right? So it can be overwhelming, but just a little bit each time. And understanding just the systems alone is really helpful because that can help you think through how somebody's either hacked in or how you might need to protect a system or you know where to look first."
"Unknown","00:55:09:05","00:55:41:07","So I think that's really helpful. Then the other thing I would take away is networking is a big fundamental to cyber security, right? Because that's how you're communicating a lot of these different processes. And so how students build their understanding of networking is equally as important. And then the third thing is that really having a group of teachers that's doing the same thing is also really helpful because you can share resources and ideas about what brand do or how we're going to implement this into our classroom."
"Unknown","00:55:41:09","00:55:46:17","The networking is really helpful. Yeah. Thank you so much."
"Unknown","00:55:46:17","00:56:27:11","Can you tell me about yourself? My name's from. My name's Tammy Foley. I teach at White River High School, which is just off the Rosebud Indian Reservation in South Dakota. And I've been there for ten years. Can you tell me about your teaching philosophy? My philosophy is to keep the door open. A lot of kids really struggle to continue to make advancements, and my entire point of teaching is to just allow them to rejoin and step through that door whenever they decide it's finally time."
"Unknown","00:56:27:13","00:56:55:03","What made you get involved on this work in your show? This isn't going away. This is our future. This is how her entire world will operate. And if we want to make students that are prepared for the future, this has to be at the core of all their learning for. What have you done to motivate your students to learn about cybersecurity?"
"Unknown","00:56:55:05","00:57:19:01","You know a big thing about motivating student students is to offer carrots to so to show them like the coolest, neatest, greatest thing that innovators are doing, like Blue Origin. And once they have that interest going, then you can pull them in a little further and bring them down to earth and show them the steps it will take to get there."
"Unknown","00:57:19:03","00:58:01:06","But inspiring that, you know, creativity is the carrot you need to dangle to get kids into computer science. How is it impacting your students? The opportunities afforded to my students are innumerable. Less than 1% of 1% of Native American students go into computer science. So this is really a it's just a way for them to open the door and, you know, just be a part of the world in a way that they have yet to achieve."
"Unknown","00:58:01:08","00:58:28:01","What has your school done to help in promoting cyber security, education, and can a faculty support you? I absolutely have the support of the faculty and the superintendent. I'm in a very, very small school. There's only 100 students in the entire high school, and they've just been very supportive. And the good thing about it being so small is one student will tell another student."
"Unknown","00:58:28:03","00:58:56:01","And the popularity of computer science has just slowly built upon itself. It's really been a a grassroots movement that's worked for us. All right. And last question. What are you three takeaways from this year? My first takeaway is that these countries, these countries, these companies that are looking to hire these kids are really focused not on sitting and typing and programing."
"Unknown","00:58:56:03","00:59:20:21","They're interested in one soft skills to the ability to just wonder and inquire and do things on their own. And three, just having the ability to work with other people. Anyone can be learned, can be learned, can be taught, you know, how to code and what the all the little messages mean and hashtag and all these little codes."
"Unknown","00:59:20:23","00:59:38:14","But to be able to work in a group, to be able to just wonder and then follow this little pathway that's harder to teach. And that's what they're looking for. All right. Thank you so much. Have you added those?"
"Unknown","00:59:38:14","01:00:18:01","Okay. And can you briefly tell me about yourself? One come from Colombia. I'm here teaching about six years member computer science for a population that is coming from other countries, most of them. So I was kind of 98 Latino community percent Title one school. That's kind of what I'm doing there. Okay. Can you tell me about your teaching philosophy?"
"Unknown","01:00:18:03","01:00:55:03","A I love to mix when teaching without critical skills. So I love when they research, they share their value with other students. So I try to they kind of investigate or do projects in ways they have to finally share with others and compare. What was the process? The results at the end or what they come out with at the end of different?"
"Unknown","01:00:55:05","01:01:25:19","Okay. What made you get involved on the second year of training? Well, so I was part of that program, a child program last year. Can you repeat that? One way you get involved on the second year of Che. I was last year as a first time the show program, and it was my first year teaching computer cybersecurity. So it was a good experience."
"Unknown","01:01:25:19","01:02:07:01","I only had a distance, but they were really engaged. I mean, was working very well also. I think that come to the second year, more to invest more in my students, they say good opportunity. Right. What have you done to motivate your students to learn about summer security? I think that they are finding that there are a lot of opportunities in this field and there are a lot of policy issues that are not just filling in but the company."
"Unknown","01:02:07:01","01:02:46:14","So I'm trying to find out and show them different positions. Seen cybersecurity and not just the computer sciences coding, but also they have multiple options in, say, cybersecurity. How other people are doing this? I try to tell them roles. Yeah, that's okay. Mm hmm. How is it impacting your students and saying I'm okay? How is it impacting your students?"
"Unknown","01:02:46:16","01:03:27:20","Um, well, I think that they notice there are new ways to or new policy shows that they maybe they know about it. So it's kind of, Oh, I want to learn days are bad or is that use is the part that they think that these hackers you know they usually are really these with a hard core mission and so I tried they fared so well that I have to be safe in simple ways how to maintain information, secure good passwords, things like that."
"Unknown","01:03:27:22","01:04:02:16","And then also when we go deep into about how to take to pretend that they attack something and how they discover that a team of us doing or how has your school done to help in promoting cybersecurity education and can our faculty support you? Well, I think that they visit me kind of two or three times in particular during the cybersecurity class."
"Unknown","01:04:02:16","01:04:44:01","And they love and they see how students are changing information. You show they know, they communicate and they like it. So they they support me by providing the consumers information and also try to give more stories So much to us. All right. What are you three takeaways from this year? Well, I, um, something that I really like. Maybe I don't have to, but something I really want to do is try to participate in the computer use, because I'm always I feel afraid of that."
"Unknown","01:04:44:01","01:04:56:08","But I just going to try to win my students and give them the opportunity to participate and feel like they can do it. Yeah. Right. Thank you."
"Unknown","01:04:56:08","01:05:37:14","All right. So can you tell me about yourself? Mm. My name's Ryan Ford. Autonomous Fault School District. For 20 years, I've taught everything in business, marketing and a little bit of tech. Okay. Can you briefly tell me your teaching philosophy? Um, my teaching philosophy is to be a guide for the students and provide, um, learn necessarily specific topic information and general education to help them succeed in their future endeavors."
"Unknown","01:05:37:16","01:05:49:03","Maybe. Okay. What made you get involved on the second year of child administration told me how to know."
"Unknown","01:05:49:05","01:06:19:19","Curiosity. I wanted to see how the system has progressed and get more education than I can pass on to my students because year one just kind of introduces you to cybersecurity. But it's not really hands on. So I was looking for more of the hands on activities that the students really want. That's what I was looking for on a year to Well, have you done to motivate your students to learn about cyber security?"
"Unknown","01:06:19:21","01:06:49:22","Um, quite a lot. Just haven't done anything to motivate my students to learn about cybersecurity. The motivation was already there for the most part, but I have mentioned it in other classes. So to see if I can pique some more interest in cybersecurity, you know, talked about the job availability. And so if you don't know what you want to do, really check into cybersecurity because even if you don't think you are qualified for cybersecurity, there's several different avenues in cybersecurity."
"Unknown","01:06:49:22","01:07:15:23","So I've talked about that in my econ class and my web design class, and then my DECA Club and my business and my student store. But I've mentioned cybersecurity now more than I did before, right? Well, how is your school done to help in promoting cybersecurity education? And can our faculty support you? The administration completely supports me. It's been great as far as that goes."
"Unknown","01:07:15:23","01:07:42:14","And then I also have caller's part because, um, in my particular scenario, it is a dual credit class and dual credit is self selling. So my counselors now sell it to not only the high end students, but the students that are interested in computer science or are interested in the tech. We also have a tech high school so that the students at the tech high school will now stay to take one of my classes as well."
"Unknown","01:07:42:16","01:07:54:09","So it sells itself and I've got the support from the counselors and from the administration because it has that college credit attached to it."
"Unknown","01:07:54:11","01:08:35:04","And last question, what are you three takeaways from this year? I think the grant is moving. It's not there yet, but it's moving towards simplification, better communication and organization have also taken away a lot more of the hands on activities and a little bit better of a direction. And definitely this year has driven home the point that there are several different layers to cybersecurity."
"Unknown","01:08:35:04","01:08:53:16","So you don't have to be the techie you can go into. The more of the threat side of this, I think is where you go on the analysis side of things, or you can go to the actual application and network side of things. So for me, really the three takeaways this year is there's a network side of things, there's a, there's an analyst side of things, and then there's a threat side of things."
"Unknown","01:08:53:18","01:09:06:07","As far as cybersecurity goes, even on the hands on side, the Amazon side, all three of those are hands on now. All right. Thank you."
"Unknown","01:09:06:07","01:09:34:08","All right. Can you tell me about yourself? Hi, I'm Fred Newman. I teach at Brookings High School in Brookings, South Dakota. And I've been teaching while 28 years now. And the last ten years or so, I've been doing computer sciences and engineering and business and broadcast media. So video production stuff. Can you tell me about your teaching philosophy?"
"Unknown","01:09:34:10","01:09:59:15","I like to get everybody involved, especially as a CTE instructor. I prefer a lot more hands on so that students can apply themselves. And the philosophy is, especially with with coding and computer science, is that everybody can do it. I mean, we all have different levels, but it's kind of the great equalizer because if you can learn to code, there are so many outlets for that creativity and applied sciences."
"Unknown","01:09:59:17","01:10:26:08","All right. What made you get involved in this right. I saw this. I mean, several teachers and I had been talking about cybersecurity and computer sciences. And we've just slowly been getting the computer sciences in. It's it's been pretty slow in South Dakota to get it adopted as a curriculum. But we did get an approval a couple of years ago, and we were still working on getting an all of the the curriculums going."
"Unknown","01:10:26:10","01:10:47:05","But it's gotten more and more traction within our state. And I really believe it's important and it's a wide open field right now. So it's a lot of opportunities for my students. All right. How do you motivate your stories to learn about cybersecurity? I think by providing opportunities, I mean, that's a big part, is provide the opportunities and provide the classes for them to see it."
"Unknown","01:10:47:06","01:11:07:21","I do a lot of introductory, so hopefully they get an interest in it. And we also have some other computer science classes within our school. But that's how I'm doing it. And they can see what they can do and try different things. Okay. How will your school help and can our faculty support you? The school's already helping quite a bit."
"Unknown","01:11:07:21","01:11:30:04","I mean, it provides us a lot of leeway in trying new things. So it's supportive in that that we can try to do development curriculums. And the next year, I'm hoping within the next year or two is to get a cybersecurity course all on its own right now. And my cybersecurity is just part of a semester long class and I want a whole lot more than that."
"Unknown","01:11:30:06","01:11:53:12","All right. If you had a magic wand that would create an ideal teacher support program, what would it look like? I would love to have the materials available, whether it's permanent within our school or it's something that we can share between all the schools around the area. And so we can take turns using those materials. You know, like the raspberry pies now have a real big expense up front."
"Unknown","01:11:53:13","01:12:19:20","Well, I mean, it is if you buy a lot of them, but just having those materials available so we could bring those in or have those within our means or for our disposal, and then having probably the Internet support and I.T. support so that we could have dedicated networks that we're allowed to work with in its one virtual area so that students can explore without causing problems or more problems."
"Unknown","01:12:19:22","01:13:02:17","So that'd be my magic wand if I could. All right. What impact has shown me for you so far? It's provided me the opportunities to see who else, especially meeting the other teachers from South Dakota, but teachers from all over the country and seeing what's available for us and what potential there is. And then during while we're here, meeting the other professionals that are in the industry and seeing that and that it goes beyond just what's here in the West Coast, but going all across the Midwest to where we are, that the opportunities are there for us right."
"Unknown","01:13:02:19","01:13:10:19","And one last question. What are your three takeaways from this year?"
"Unknown","01:13:10:21","01:13:30:18","Try and just try. I mean, that's all the big takeaways. Just need to get in there and put things in place for the students to have opportunities. So there's one and then another one is there are so many resources out there available for us. So ask and then just go for it. And so that would be my three takeaways."
"Unknown","01:13:30:20","01:13:34:03","All right. Thank you so much. Thank you."
"Unknown","01:13:34:03","01:13:39:15","Good."
"Unknown","01:13:39:17","01:14:11:00","Can you tell me about yourself? My name is Jeremy Demaree. I'm from walked in South Dakota. I've been in technology for the last 20 some years and network administrator for school. And I've recently started working on be able to teach some classes as well. Okay. Can you tell me about your teaching philosophy? I guess the way I like to learn is by doing hands on."
"Unknown","01:14:11:01","01:14:32:23","I'm a hands on learner, so that's kind of a philosophy I'm going with. Try to have a lot of labs and hands on for the students. Not as many paper or pencil tests. I think students learn better that way. At least I did. So guess that's what I like to go with that. All right. Well, when you get involved in this grant."
"Unknown","01:14:33:01","01:15:01:05","Oh, I had a friend emailed me and a coworker both said, Hey, look at this. There's availability. Go out to Seattle and learn some cyber stuff. I thought, Well, this sounds like fun odds in the summer. And that's what I plan on. Teaching is cybersecurity in our school. So I thought, perfect opportunity. All right. How do you motivate your students to learn about their security?"
"Unknown","01:15:01:07","01:15:29:19","I relate it to their own life. You point out all the things that they do daily on their personal devices and relate how cyber security is important to them personally. And then hopefully that will help them to realize, hey, maybe that's something I should look into doing. Right. How will your school help and kind of faculty support you?"
"Unknown","01:15:29:21","01:15:59:03","My school, actually. I don't have a teaching certificate, so my school is actually helping me out with the ability to go teach with another teacher. Since I am a network administrator, rather than having to go back to school and get a teaching certificate. They're supporting me to teach these classes by go teaching with another teacher. All right. If you had a magic wand that would create an ideal teacher support program, what would it look like?"
"Unknown","01:15:59:05","01:16:34:19","Oh, you know, lots of funding. Funding to try new things. Labs. You know, administration and public public support. Cyber security doesn't touch, touch. Just, you know, school. I mean, that's is everyone. So being able to have public support for further programs and involvement would be great, too, Right. What impact has child made for your for you in the classroom has given us great opportunity, great curriculum."
"Unknown","01:16:34:20","01:17:02:05","There's lots of hands on labs that we've learned while we're out here. It gives us a nice roadmap to when we get back to our schools of how to implement these ideas and cybersecurity to be successful. Right. And one last question. What are you three takeaways for this year? Three takeaways."
"Unknown","01:17:02:07","01:17:27:23","That's a good one as a number one, read through your curriculum ahead of time. I've always helped to service securities inform for everyone. And three, Seattle is great place to come learn. All right. Thank you so much. Thank you."